superstar,stock,client,market,type,action type,Date,avg,count,change
Arihant Capital Mkt. Ltd,HEC Infra Projects Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,12/20/2023,83,75000,0.0074
Arihant Capital Mkt. Ltd,63 Moons Technologies Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,7/4/2023,247,213353,0.0046
Arihant Capital Mkt. Ltd,63 Moons Technologies Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,7/4/2023,245.67,243877,0.0053
Arihant Capital Mkt. Ltd,IZMO Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,5/31/2023,171.63,76400,0.0055
Arihant Capital Mkt. Ltd,IZMO Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,5/31/2023,171.67,76400,0.0055
Arihant Capital Mkt. Ltd,Kohinoor Foods Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,4/24/2023,35.52,194280,0.0052
Arihant Capital Mkt. Ltd,Kohinoor Foods Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,4/24/2023,35.39,170623,0.0046
Arihant Capital Mkt. Ltd,Hazoor Multi Projects Ltd.,ARIHANTCAPITALMARKETSLIMITED,BSE,Bulk,Purchase,1/19/2023,127.36,92782,0.0081
Arihant Capital Mkt. Ltd,Hazoor Multi Projects Ltd.,ARIHANTCAPITALMARKETSLIMITED,BSE,Bulk,Sell,1/19/2023,128.05,22782,0.002
Arihant Capital Mkt. Ltd,Tourism Finance Corporation of India Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,1/11/2023,93.43,491332,0.0054
Arihant Capital Mkt. Ltd,Tourism Finance Corporation of India Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,1/11/2023,93.71,414352,0.0046
Arihant Capital Mkt. Ltd,Sakthi Sugars Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,12/19/2022,34.1,757808,0.0064
Arihant Capital Mkt. Ltd,Sakthi Sugars Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,12/19/2022,33.92,621033,0.0052
Arihant Capital Mkt. Ltd,Simbhaoli Sugars Ltd.,ARIHANTCAPITALMARKETSLIMITED,BSE,Bulk,Purchase,12/19/2022,33.79,207687,0.005
Arihant Capital Mkt. Ltd,Simbhaoli Sugars Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,12/19/2022,33.42,134381,0.0033
Arihant Capital Mkt. Ltd,Simbhaoli Sugars Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,12/19/2022,33.5,306500,0.0074
Arihant Capital Mkt. Ltd,Simbhaoli Sugars Ltd.,ARIHANTCAPITALMARKETSLIMITED,BSE,Bulk,Sell,12/19/2022,33.8,4000,0.0001
Arihant Capital Mkt. Ltd,Spectrum Electrical Industries Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,12/1/2022,72.55,738000,0.0482
Arihant Capital Mkt. Ltd,Williamson Magor & Company Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,8/17/2022,35.73,86009,0.0079
Arihant Capital Mkt. Ltd,Williamson Magor & Company Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,8/17/2022,34.08,95100,0.0087
Arihant Capital Mkt. Ltd,"Cambridge Technology Enterprises Ltd.

52 week high",ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,8/16/2022,73.57,100700,0.0051
Arihant Capital Mkt. Ltd,"Cambridge Technology Enterprises Ltd.

52 week high",ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,8/16/2022,72.98,74800,0.0038
Arihant Capital Mkt. Ltd,Reliance Capital Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,4/7/2022,21.1,600000,0.0024
Arihant Capital Mkt. Ltd,Reliance Capital Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,4/7/2022,21.1,1280000,0.0051
Arihant Capital Mkt. Ltd,D P Abhushan Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,12/20/2021,302.07,190600,0.0086
Arihant Capital Mkt. Ltd,Spectrum Electrical Industries Ltd.,ARIHANT CAPITAL MARKETS LIMITED,NSE,Bulk,Purchase,10/8/2018,65.05,78000,0.0051
Arihant Capital Mkt. Ltd,Spectrum Electrical Industries Ltd.,ARIHANT CAPITAL MARKETS LIMITED,NSE,Bulk,Purchase,10/5/2018,65.5,200000,0.0131
Arihant Capital Mkt. Ltd,Spectrum Electrical Industries Ltd.,ARIHANT CAPITAL MARKETS LIMITED,NSE,Bulk,Purchase,10/4/2018,65.19,202000,0.0132
Arihant Capital Mkt. Ltd,Indra Industries Ltd.,ARIHANT CAPITAL MARKETS LIMITED,BSE,Bulk,Purchase,1/10/2018,22,500000,0.0772
Arihant Capital Mkt. Ltd,Indra Industries Ltd.,ARIHANT CAPITAL MARKETS LIMITED,BSE,Bulk,Sell,1/10/2018,22,500000,0.0772
Arihant Capital Mkt. Ltd,Niyogin Fintech Ltd.,ARIHANT CAPITAL MARKETS LIMITED,BSE,Bulk,Sell,12/28/2016,13.15,20000,0.0002
Patton International Limited,"Shyam Century Ferrous Ltd.

Insider Trades",PATTON INTERNATIONAL LIMITED,NSE,Bulk,Sell,6/6/2019,5.35,8012926,0.0378
Patton International Limited,"Shyam Century Ferrous Ltd.

Insider Trades",PATTON INTERNATIONAL LIMITED,NSE,Bulk,Sell,10/31/2018,7.15,1800000,0.0085
Patton International Limited,Premier Ltd.,PATTON INTERNATIONAL LIMITED,NSE,Bulk,Purchase,7/12/2016,33.9,239435,0.0079
Patton International Limited,"Shyam Century Ferrous Ltd.

Insider Trades",PATTON INTERNATIONAL LIMITED,NSE,Bulk,Purchase,8/19/2015,11.89,10488000,0.0494
Patton International Limited,"Shyam Century Ferrous Ltd.

Insider Trades",PATTON INTERNATIONAL LIMITED,NSE,Block,Purchase,8/19/2015,11.89,10488000,0.0494
Patton International Limited,Century Plyboards (India) Ltd.,PATTON INTERNATIONAL LIMITED,NSE,Bulk,Purchase,12/17/2013,26.3,1275000,0.0057
Patton International Limited,Century Plyboards (India) Ltd.,PATTON INTERNATIONAL LIMITED,NSE,Block,Purchase,12/17/2013,26.3,1275000,0.0057
Patton International Limited,Star Ferro and Cement Limited,PATTON INTERNATIONAL LIMITED,NSE,Bulk,Sell,12/17/2013,19.75,1700000,-%
Patton International Limited,Star Ferro and Cement Limited,PATTON INTERNATIONAL LIMITED,NSE,Block,Sell,12/17/2013,19.75,1700000,-%
Stressed Assets Stabilization Fund,Vikas Lifecare Ltd.,NAKSHATRA STRESSED ASSETS FUND,NSE,Bulk,Sell,1/18/2024,6.67,30480344,0.0212
Vantage Equity Fund,Ramkrishna Forgings Ltd.,VANTAGE EQUITY FUND,BSE,Bulk,Sell,7/16/2021,749,387000,0.0021
Vantage Equity Fund,Va Tech Wabag Ltd.,VANTAGE EQUITY FUND,BSE,Bulk,Sell,7/16/2021,363.9,322000,0.0052
Vantage Equity Fund,Globus Spirits Ltd.,OLD BRIDGE CAPITAL MANAGEMENT PRIVATE LIMITED,NSE,Bulk,Purchase,6/17/2021,495.02,725701,0.0252
Vantage Equity Fund,Tanla Platforms Ltd.,VANTAGE EQUITY FUND,BSE,Bulk,Purchase,11/25/2020,524.3,685000,0.0051
Vantage Equity Fund,Tanla Platforms Ltd.,VANTAGE EQUITY FUND,BSE,Block,Purchase,11/25/2020,524.3,685000,0.0051
Vantage Equity Fund,Action Construction Equipment Ltd.,VANTAGE EQUITY FUND,BSE,Bulk,Purchase,11/17/2020,87.05,631000,0.0053
Vantage Equity Fund,Ramkrishna Forgings Ltd.,OLD BRIDGE CAPITAL MANAGEMENT PRIVATE LIMITED A/C OBCMPL-AL,NSE,Bulk,Purchase,11/30/2018,515,800383,0.0044
Vantage Equity Fund,Ramkrishna Forgings Ltd.,VANTAGE EQUITY FUND,BSE,Bulk,Purchase,11/30/2018,516.67,280000,0.0015
Vantage Equity Fund,"KSB Ltd.

10-year high",VANTAGE EQUITY FUND,NSE,Bulk,Purchase,5/9/2018,830,400000,0.0115
Vantage Equity Fund,"KSB Ltd.

10-year high",OLD BRIDGE CAPITAL MANAGEMENT PRIVATE LIMITED,NSE,Bulk,Purchase,5/9/2018,830,380000,0.0109
Vantage Equity Fund,Thangamayil Jewellery Ltd.,OLD BRIDGE CAPITAL MANAGEMENT PRIVATE LIMITED - ALL CAP STR,NSE,Bulk,Purchase,11/16/2017,410,489427,0.0178
Vantage Equity Fund,Shakti Pumps (India) Ltd.,OLD BRIDGE CAPITAL MANAGEMENT PRIVATE LIMITED A/C OBCMPL-AL,NSE,Bulk,Purchase,7/31/2017,476.02,148240,0.0081
Vantage Equity Fund,Honda India Power Products Ltd.,OLD BRIDGE CAPITAL MANAGEMENT PRIVATE LIMITED ALL CAP STRATEGY,BSE,Bulk,Purchase,7/25/2017,1347.75,64503,0.0064
Vantage Equity Fund,Spisys Ltd.,KENNETH SYLVIN ANDRADE,BSE,Bulk,Sell,6/22/2016,20.55,52801,0.0058
Pataliputra International Limited,MPS Infotecnics Ltd.,PATALIPUTRA INTERNATIONAL LIMITED,NSE,Bulk,Sell,8/2/2021,0.25,31000000,0.0082
Pataliputra International Limited,MPS Infotecnics Ltd.,PATALIPUTRA INTERNATIONAL LIMITED,NSE,Bulk,Sell,6/14/2021,0.25,19000000,0.005
Pataliputra International Limited,Tarini International Ltd.,PATALIPUTRA INTERNATIONAL LIMITED,BSE,Bulk,Sell,9/21/2020,3.72,102000,0.0078
Pataliputra International Limited,Tarini International Ltd.,PATALIPUTRA INTERNATIONAL LIMITED,BSE,Bulk,Purchase,8/14/2020,3.15,72000,0.0055
Pataliputra International Limited,B P Capital Ltd.,PATALIPUTRA INTERNATIONAL LIMITED,BSE,Bulk,Purchase,6/26/2018,6.65,23901,0.004
Pataliputra International Limited,B P Capital Ltd.,PATALIPUTRA INTERNATIONAL LIMITED,BSE,Bulk,Sell,3/3/2017,19.6,109000,0.0181
Em Resurgent Fund,"Salzer Electronics Ltd.

10-year high",EM RESURGENT FUND,BSE,Bulk,Sell,8/7/2015,301.6,73368,0.0042
Abjayoni Trading Private Limited,Speciality Papers Ltd.,ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,6/5/2017,0.41,3449419,0.0221
Abjayoni Trading Private Limited,"Prabhav Industries Ltd.

10-year low",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,6/5/2017,1.1,1125196,0.0244
Abjayoni Trading Private Limited,"Sanguine Media Ltd.

10-year low",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,2/10/2017,1.59,1615000,0.0142
Abjayoni Trading Private Limited,"Sanguine Media Ltd.

10-year low",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,2/9/2017,1.51,556132,0.0049
Abjayoni Trading Private Limited,"Sanguine Media Ltd.

10-year low",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,2/9/2017,1.56,1045272,0.0092
Abjayoni Trading Private Limited,"Allied Computers International (Asia) Ltd.

52 week high",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,1/3/2017,0.14,10000000,0.0527
Abjayoni Trading Private Limited,"Allied Computers International (Asia) Ltd.

52 week high",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,12/30/2016,0.13,11018400,0.0581
Abjayoni Trading Private Limited,"Allied Computers International (Asia) Ltd.

52 week high",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,12/28/2016,0.13,10295336,0.0543
Abjayoni Trading Private Limited,"Allied Computers International (Asia) Ltd.

52 week high",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,12/21/2016,0.13,14300000,0.0754
Abjayoni Trading Private Limited,"Allied Computers International (Asia) Ltd.

52 week high",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,12/20/2016,0.13,15310177,0.0807
Abjayoni Trading Private Limited,"Allied Computers International (Asia) Ltd.

52 week high",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,10/24/2016,0.12,12621323,0.0665
Abjayoni Trading Private Limited,"Arnav Corporation Ltd.

10-year low",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,7/11/2016,2.37,500000,0.0056
Abjayoni Trading Private Limited,Speciality Papers Ltd.,ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,6/22/2016,0.56,811073,0.0052
Abjayoni Trading Private Limited,Speciality Papers Ltd.,ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,5/27/2016,0.46,782496,0.005
Abjayoni Trading Private Limited,Speciality Papers Ltd.,ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,12/31/2015,0.98,750713,0.0048
Abjayoni Trading Private Limited,Speciality Papers Ltd.,ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,12/31/2015,0.97,837623,0.0054
Abjayoni Trading Private Limited,"Prabhav Industries Ltd.

10-year low",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,12/31/2015,1.57,318217,0.0069
Abjayoni Trading Private Limited,"Prabhav Industries Ltd.

10-year low",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,12/1/2015,1.74,244899,0.0053
Abjayoni Trading Private Limited,"Prabhav Industries Ltd.

10-year low",ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,11/27/2015,1.89,234005,0.0051
Abjayoni Trading Private Limited,Speciality Papers Ltd.,ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Purchase,11/23/2015,1.02,29249,0.0002
Abjayoni Trading Private Limited,Speciality Papers Ltd.,ABJAYONI TRADING PRIVATE LIMITED,BSE,Bulk,Sell,11/23/2015,1.03,1405800,0.009
Lakshminarayan Realfinvest Limited,Remi Edelstahl Tubulars Ltd.,LAKSHMINARAYAN REALFINVEST LIMITED,BSE,Bulk,Sell,8/25/2021,24,270000,0.0246
Lakshminarayan Realfinvest Limited,"Remi Securities Ltd.

5-year high",LAKSHMINARAYAN REALFINVEST LIMITED,BSE,Bulk,Sell,8/31/2020,13.46,50000,0.025
Lakshminarayan Realfinvest Limited,"Remi Elektrotechnik Ltd.

5-year high",LAKSHMINARAYAN REALFINVEST LIMITED,BSE,Bulk,Sell,8/31/2020,11.51,150000,0.0308
SBI Group,VST Industries Ltd.,SBI MUTUAL FUND,BSE,Bulk,Purchase,1/2/2024,3390,225000,0.0146
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,2/2/2016,18.3,125000,0.0099
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,2/1/2016,17.45,200000,0.0158
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,1/5/2016,22.9,100000,0.0079
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,1/4/2016,21.85,100000,0.0079
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,1/1/2016,20.85,200000,0.0158
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,12/31/2015,19.9,260000,0.0206
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,12/30/2015,19.9,255000,0.0202
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,12/29/2015,19.9,100000,0.0079
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,12/28/2015,19.9,175000,0.0139
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,12/23/2015,19.9,100000,0.0079
Stressed Assets Stabilization Fund,Triveni Glass Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,12/21/2015,19.9,190000,0.0151
Stressed Assets Stabilization Fund,MPL Plastics Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,10/10/2014,22.05,70432,0.0056
Stressed Assets Stabilization Fund,MPL Plastics Ltd.,STRESSED ASSETS STABILIZATION FUND,BSE,Bulk,Sell,9/22/2014,19.84,83294,0.0067
Fulidevi Saraf Family Trust,K K Fincorp Ltd.,FULIDEVI SARAF FAMILY TRUST,BSE,Bulk,Purchase,8/5/2022,9.58,227099,0.0406
Fulidevi Saraf Family Trust,"Remi Elektrotechnik Ltd.

5-year high",FULIDEVI SARAF FAMILY TRUST,BSE,Bulk,Purchase,6/8/2015,15.45,500000,0.1028
Fulidevi Saraf Family Trust,"Remi Elektrotechnik Ltd.

5-year high",FULIDEVI SARAF FAMILY TRUST,BSE,Block,Purchase,6/8/2015,15.45,500000,0.1028
Dena Bank,Kavveri Telecom Products Ltd.,DENA BANK,NSE,Bulk,Sell,3/27/2017,10.9,200000,0.0099
Dbs Bank Limited,Supreme Holdings & Hospitality (India) Ltd.,DBS BANK INDIA LIMITED,BSE,Bulk,Sell,10/13/2021,11.8,230000,0.0062
Dbs Bank Limited,HDFC Bank Ltd.,DBS BANK LIMITED,BSE,Block,Purchase,3/9/2006,754,11620886,0.0015
Orange Mauritius Investments Limited,"Gujarat NRE Coke(DVR)

5-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Bulk,Sell,2/8/2018,1,312538,-%
Orange Mauritius Investments Limited,"Gujarat NRE Coke(DVR)

5-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Bulk,Sell,1/1/2018,1.8,500000,-%
Orange Mauritius Investments Limited,Gujarat Hotels Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Sell,12/13/2017,115.36,340661,0.0899
Orange Mauritius Investments Limited,"Taneja Aerospace & Aviation Ltd.

Board Meeting",ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Sell,6/15/2017,56.2,138260,0.0055
Orange Mauritius Investments Limited,The Investment Trust of India Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Sell,10/17/2016,300.05,254786,0.0049
Orange Mauritius Investments Limited,"Ess Dee Aluminium Ltd.

10-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Bulk,Sell,3/11/2016,141.24,413623,0.0129
Orange Mauritius Investments Limited,"Ess Dee Aluminium Ltd.

10-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Sell,3/11/2016,141.26,400000,0.0125
Orange Mauritius Investments Limited,Panasonic Carbon India Co. Ltd.,ORANGE MAURITIUS INV. LTD,BSE,Bulk,Purchase,1/13/2016,434.72,71577,0.0149
Orange Mauritius Investments Limited,Jyoti Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Sell,11/24/2015,61,850000,0.0368
Orange Mauritius Investments Limited,"Sintex Industries Ltd.

52 week low",ORANGE MAURITIUS INVESTMENTS LIMITED FCCB,NSE,Bulk,Sell,10/15/2015,105.79,2575469,0.0043
Orange Mauritius Investments Limited,"Salzer Electronics Ltd.

10-year high",ORANGE MAURITIUS INV. LTD,BSE,Bulk,Sell,8/5/2015,304,75000,0.0043
Orange Mauritius Investments Limited,Lumax Auto Technologies Ltd.,ORANGE MAURITIUS INVESTMENTS LTD,NSE,Bulk,Sell,6/5/2015,242.5,675000,0.0099
Orange Mauritius Investments Limited,Lumax Auto Technologies Ltd.,ORANGE MAURITIUS INVESTMENTS LTD,NSE,Block,Sell,6/5/2015,242.5,675000,0.0099
Orange Mauritius Investments Limited,Foods & Inns Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Purchase,5/15/2015,693.25,37766,0.0007
Orange Mauritius Investments Limited,Transpek Industry Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Purchase,4/15/2015,228,260000,0.0465
Orange Mauritius Investments Limited,Transpek Industry Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Block,Purchase,4/15/2015,228,260000,0.0465
Orange Mauritius Investments Limited,Leel Electricals Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Purchase,3/18/2015,173,275000,0.0068
Orange Mauritius Investments Limited,Sonata Software Ltd.,ORANGE MAURITIUS INVESTMENTS LTD,NSE,Bulk,Sell,3/17/2015,175,2688489,0.0096
Orange Mauritius Investments Limited,"Sintex Industries Ltd.

52 week low",ORANGE MAURITIUS INVESTMENTS LIMITED FCCB,NSE,Bulk,Sell,3/12/2015,125.42,2424415,0.004
Orange Mauritius Investments Limited,"Sintex Industries Ltd.

52 week low",ORANGE MAURITIUS INVESTMENTS LIMITED FCCB,NSE,Bulk,Sell,3/10/2015,113.17,2040239,0.0034
Orange Mauritius Investments Limited,"Sintex Industries Ltd.

52 week low",ORANGE MAURITIUS INVESTMENTS LIMITED FCCB,NSE,Bulk,Sell,2/27/2015,110.98,2500000,0.0042
Orange Mauritius Investments Limited,Leel Electricals Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Purchase,1/9/2015,137.8,2000150,0.0496
Orange Mauritius Investments Limited,Leel Electricals Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Block,Purchase,1/9/2015,137.8,2000150,0.0496
Orange Mauritius Investments Limited,Ponni Sugars (Erode) Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Bulk,Purchase,11/24/2014,156.5,345000,0.0401
Orange Mauritius Investments Limited,Ponni Sugars (Erode) Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Block,Purchase,11/24/2014,156.5,345000,0.0401
Orange Mauritius Investments Limited,"Gujarat NRE Coke Ltd.

10-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Block,Purchase,11/21/2014,7.2,1100000,0.0007
Orange Mauritius Investments Limited,"Gujarat NRE Coke(DVR)

5-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Bulk,Purchase,11/21/2014,3.5,1044479,-%
Orange Mauritius Investments Limited,"Gujarat NRE Coke(DVR)

5-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Block,Purchase,11/21/2014,3.5,1044479,-%
Orange Mauritius Investments Limited,"Gujarat NRE Coke Ltd.

10-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Bulk,Purchase,11/20/2014,7.25,7000000,0.0044
Orange Mauritius Investments Limited,"Gujarat NRE Coke Ltd.

10-year low",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Block,Purchase,11/20/2014,7.25,7000000,0.0044
Orange Mauritius Investments Limited,Man Industries (India) Ltd.,ORANGE MAURITIUS INVESTMENTS LTD,NSE,Bulk,Sell,10/17/2014,61.76,470000,0.0078
Orange Mauritius Investments Limited,Man Industries (India) Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Sell,10/17/2014,61.6,325000,0.0054
Orange Mauritius Investments Limited,Allcargo Logistics Ltd.,ORANGE MAURITIUS INV. LTD,NSE,Bulk,Purchase,7/1/2014,244.97,2485575,0.0025
Orange Mauritius Investments Limited,"Crest Ventures Ltd.

Insider Trades",ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Purchase,6/20/2014,38.5,630000,0.0221
Orange Mauritius Investments Limited,"Diamond Power Infrastructure Ltd.

10-year high",ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Bulk,Purchase,4/4/2014,55,2475000,0.9177
Orange Mauritius Investments Limited,Asian Granito India Ltd.,ORANGE MAURITIUS INVETMENTS LTD,BSE,Bulk,Purchase,8/28/2013,29,750000,0.0059
Orange Mauritius Investments Limited,Asian Granito India Ltd.,ORANGE MAURITIUS INVETMENTS LTD,NSE,Bulk,Purchase,8/28/2013,29,200000,0.0016
Orange Mauritius Investments Limited,Indian Hume Pipe Company Ltd.,ORANGE MAURITIUS INVETMENTS LTD,BSE,Bulk,Purchase,8/16/2013,90,277500,0.0053
Orange Mauritius Investments Limited,Indian Hume Pipe Company Ltd.,ORANGE MAURITIUS INVETMENTS LTD,NSE,Bulk,Purchase,8/16/2013,90,277500,0.0053
Orange Mauritius Investments Limited,Technocraft Industries (India) Ltd.,ORANGE MAURITIUS INVETMENTS LTD,NSE,Bulk,Purchase,8/13/2013,80,625000,0.0272
Orange Mauritius Investments Limited,Technocraft Industries (India) Ltd.,ORANGE MAURITIUS INVETMENTS LTD,BSE,Bulk,Purchase,8/6/2013,68,575000,0.025
Orange Mauritius Investments Limited,Technocraft Industries (India) Ltd.,ORANGE MAURITIUS INVETMENTS LTD,NSE,Bulk,Purchase,8/6/2013,68,308000,0.0134
Orange Mauritius Investments Limited,Sarda Energy & Minerals Ltd.,ORANGE MAURITIUS INVETMENTS LTD,BSE,Bulk,Sell,4/25/2013,109.5,887500,0.0025
Orange Mauritius Investments Limited,Sarda Energy & Minerals Ltd.,ORANGE MAURITIUS INVETMENTS LTD,NSE,Bulk,Sell,4/25/2013,107.5,887500,0.0025
Orange Mauritius Investments Limited,"Zee Learn Ltd.

52 week high",ORANGE MAURITIUS INVETMENTS LTD,NSE,Bulk,Purchase,6/27/2012,23,1332035,0.0041
Orange Mauritius Investments Limited,"Zee Learn Ltd.

52 week high",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Bulk,Purchase,4/30/2012,20.18,2867828,0.0088
Orange Mauritius Investments Limited,"RS Software (India) Ltd.

5-year high",ORANGE MAURITIUS INVESTMENTS LIMITED,NSE,Bulk,Purchase,3/16/2012,61,320000,0.0124
Orange Mauritius Investments Limited,Seshasayee Paper & Boards Ltd.,ORANGE MAURITIUS INVETMENTS LTD,NSE,Bulk,Sell,2/6/2012,180,285715,0.0045
Orange Mauritius Investments Limited,Acropetal Technologies Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Block,Sell,1/10/2012,13.5,1329140,-%
Orange Mauritius Investments Limited,Sonata Software Ltd.,ORANGE MAURITIUS INVESTMENTS LIMITED,BSE,Block,Purchase,12/15/2011,23.2,2100000,0.0075
Delhi Iron & Steel Co (P) Ltd,Triveni Glass Ltd.,DELHI IRON AND STEEL COMPANY PRIVATE LIMITED,BSE,Bulk,Purchase,9/2/2021,6.48,109849,0.0087
Delhi Iron & Steel Co (P) Ltd,"HB Leasing & Finance Co Ltd.

10-year high",DELHI IRON AND STEEL COMPANY PRIVATE LIMITED,BSE,Bulk,Sell,6/30/2020,0.57,162280,0.0147
Delhi Iron & Steel Co (P) Ltd,"HB Estate Developers Ltd.

10-year high",DELHI IRON AND STEEL COMPANY PRIVATE LIMITED,BSE,Bulk,Sell,6/30/2020,7.11,337167,0.0173
Delhi Iron & Steel Co (P) Ltd,Tuticorin Alkali Chemicals & Fertilizers Ltd.,DELHI IRON AND STEEL COMPANY PRIVATE LIMITED,BSE,Bulk,Purchase,3/27/2019,3.96,331191,0.0027
