superstar,stock,client,market,type,action type,Date,avg,count,change
Bonanza Portfolio Ltd,Enbee Trade & Finance Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45280,15.3,123000,0.0086,
Bonanza Portfolio Ltd,Enbee Trade & Finance Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45280,15.24,98201,0.0069,
Bonanza Portfolio Ltd,ETT Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45272,21.43,70010,0.0068,
Bonanza Portfolio Ltd,ETT Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45272,21.41,45000,0.0043,
Bonanza Portfolio Ltd,Narmada Agrobase Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Purchase,45264,25.23,89914,0.0066,
Bonanza Portfolio Ltd,Narmada Agrobase Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Sell,45264,24.96,44418,0.0033,
Bonanza Portfolio Ltd,Kshitij Polyline Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Sell,45237,8.1,405000,0.008,
Bonanza Portfolio Ltd,GlobalSpace Technologies Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45232,56.05,59836,0.0017,
Bonanza Portfolio Ltd,GlobalSpace Technologies Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45232,56.05,35836,0.001,
Bonanza Portfolio Ltd,RBM Infracon Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Purchase,45226,229.82,39000,0.0039,
Bonanza Portfolio Ltd,RBM Infracon Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Sell,45226,218.54,45000,0.0045,
Bonanza Portfolio Ltd,Tarini International Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45217,17.67,69000,0.0053,
Bonanza Portfolio Ltd,Innovative Ideals and Services (India) Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45210,26.63,9000,0.0008,
Bonanza Portfolio Ltd,Innovative Ideals and Services (India) Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45210,26.33,59000,0.0052,
Bonanza Portfolio Ltd,Tarini International Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45208,12.93,90000,0.0069,
Bonanza Portfolio Ltd,Tarini International Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45208,12.1,78000,0.006,
Bonanza Portfolio Ltd,Innovative Ideals and Services (India) Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45203,23.73,64000,0.0056,
Bonanza Portfolio Ltd,Innovative Ideals and Services (India) Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45203,23.74,39000,0.0034,
Bonanza Portfolio Ltd,RBM Infracon Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Purchase,45195,127.92,15000,0.0015,
Bonanza Portfolio Ltd,RBM Infracon Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Sell,45195,126.48,48000,0.0048,
Bonanza Portfolio Ltd,Rajdarshan Industries Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Purchase,45191,64.4,11047,0.0036,
Bonanza Portfolio Ltd,Rajdarshan Industries Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Sell,45191,63.48,17298,0.0056,
Bonanza Portfolio Ltd,RBM Infracon Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Purchase,45162,87.52,45000,0.0045,
Bonanza Portfolio Ltd,RBM Infracon Ltd.,BONANZA PORTFOLIO LTD,NSE,Bulk,Sell,45162,87.57,54000,0.0053,
Bonanza Portfolio Ltd,Sonalis Consumer Products Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45132,70.35,12000,0.006,
Bonanza Portfolio Ltd,Link Pharma Chem Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45121,57.04,28221,0.0064,
Bonanza Portfolio Ltd,Link Pharma Chem Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45121,54.89,28935,0.0065,
Bonanza Portfolio Ltd,Sonalis Consumer Products Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45119,90.89,20000,0.01,
Bonanza Portfolio Ltd,Sonalis Consumer Products Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45119,90.45,8000,0.004,
Bonanza Portfolio Ltd,Labelkraft Technologies Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45065,76.81,10000,0.0031,
Bonanza Portfolio Ltd,Labelkraft Technologies Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45065,75.77,26000,0.008,
Bonanza Portfolio Ltd,Labelkraft Technologies Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,45064,83.05,32000,0.0099,
Bonanza Portfolio Ltd,Labelkraft Technologies Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,45064,81.97,18000,0.0055,
Bonanza Portfolio Ltd,Maharashtra Corporation Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,44993,1.72,434658,0.0015,
Bonanza Portfolio Ltd,Maharashtra Corporation Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,44993,1.71,1212604,0.0041,
Bonanza Portfolio Ltd,Maharashtra Corporation Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,44932,2.22,675000,0.0023,
Bonanza Portfolio Ltd,Maharashtra Corporation Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,44932,2.22,912815,0.0031,
Bonanza Portfolio Ltd,Maharashtra Corporation Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,44915,2.87,911695,0.0031,
Bonanza Portfolio Ltd,Evans Electric Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,44911,407.16,7000,0.0026,
Bonanza Portfolio Ltd,Evans Electric Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,44911,406.35,7000,0.0026,
Bonanza Portfolio Ltd,Containe Technologies Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Purchase,44910,90.95,32000,0.0051,
Bonanza Portfolio Ltd,Containe Technologies Ltd.,BONANZA PORTFOLIO LIMITED,BSE,Bulk,Sell,44910,90.95,16000,0.0026,
Guiness Securities Limited,"Angel Fibers Ltd.

52 week high",GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43410,28.49,244000,0.0098,
Guiness Securities Limited,Polymac Thermoformers Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43367,32.8,48000,0.01,
Guiness Securities Limited,"Angel Fibers Ltd.

52 week high",GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43340,30.56,16000,0.0006,
Guiness Securities Limited,"Angel Fibers Ltd.

52 week high",GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43340,30,224000,0.009,
Guiness Securities Limited,ANG Lifesciences India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43326,71,35200,0.0027,
Guiness Securities Limited,ANG Lifesciences India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43326,69.33,9600,0.0007,
Guiness Securities Limited,"ASL Industries Ltd.

10-year high High Gain High Volume",GUINESS SECURITIES LIMITED,NSE,Bulk,Sell,43325,19,168000,0.0161,
Guiness Securities Limited,Growington Ventures India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43265,12.95,40000,0.0025,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43264,9.06,72000,0.0057,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43252,9.42,108000,0.0085,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43249,10.16,88000,0.0069,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43243,10.21,156000,0.0123,
Guiness Securities Limited,Darshan Orna Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43241,90,26000,0.0005,
Guiness Securities Limited,"Jhandewalas Foods Ltd.

10-year high High Gain High Volume",GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43236,61.99,14000,0.0014,
Guiness Securities Limited,"Jhandewalas Foods Ltd.

10-year high High Gain High Volume",GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43236,64.05,232000,0.0226,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43234,10.62,96000,0.0076,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43228,10.92,152000,0.012,
Guiness Securities Limited,"Angel Fibers Ltd.

52 week high",GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43216,34.53,16000,0.0006,
Guiness Securities Limited,"Angel Fibers Ltd.

52 week high",GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43216,35.37,140000,0.0056,
Guiness Securities Limited,Growington Ventures India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43215,13.9,30000,0.0019,
Guiness Securities Limited,"Angel Fibers Ltd.

52 week high",GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43210,38.35,16000,0.0006,
Guiness Securities Limited,"Angel Fibers Ltd.

52 week high",GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43210,42.33,156000,0.0062,
Guiness Securities Limited,Super Fine Knitters Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43166,14,70000,0.0056,
Guiness Securities Limited,ANG Lifesciences India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43166,70,48000,0.0037,
Guiness Securities Limited,Growington Ventures India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43097,14,40000,0.0025,
Guiness Securities Limited,Darshan Orna Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43084,131,32000,0.0006,
Guiness Securities Limited,Darshan Orna Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43084,121,2000,0,
Guiness Securities Limited,Growington Ventures India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43053,13.97,30000,0.0019,
Guiness Securities Limited,Growington Ventures India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,43026,16,30000,0.0019,
Guiness Securities Limited,Growington Ventures India Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,43026,16,10000,0.0006,
Guiness Securities Limited,"P B Films Ltd.

52 week low",GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42923,1.45,10000,0.0007,
Guiness Securities Limited,"P B Films Ltd.

52 week low",GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,42923,1.45,100000,0.0069,
Guiness Securities Limited,Darshan Orna Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,42877,60,428000,0.0086,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42877,31,180000,0.0142,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42730,15.6,144000,0.012,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42727,15.26,256000,0.0213,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42726,15.34,136000,0.0113,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42725,15.35,136000,0.0113,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42724,15.25,264000,0.0219,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42723,15.3,88000,0.0073,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42720,15.29,240000,0.02,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42719,15.33,104000,0.0086,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42717,15.34,288000,0.0239,
Guiness Securities Limited,Aditya Vision Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42716,15.24,440000,0.0366,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42669,30,152000,0.012,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42668,29.9,148000,0.0116,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,42668,29.9,8000,0.0006,
Guiness Securities Limited,India Green Reality Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Purchase,42663,29.88,120000,0.0094,
Guiness Securities Limited,Tarini International Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,42653,6.75,78000,0.006,
Guiness Securities Limited,Tarini International Ltd.,GUINESS SECURITIES LIMITED,BSE,Bulk,Sell,42643,6.82,159000,0.0122,
Swastika Investmart Limited,Infinium Pharmachem Ltd.,SWASTIKA INVESTMART LIMITED,NSE,Bulk,Purchase,45033,141.5,50000,0.0036,
Swastika Investmart Limited,Infinium Pharmachem Ltd.,SWASTIKA INVESTMART LIMITED,NSE,Bulk,Sell,45033,148.55,30000,0.0022,
Cni Research Limited,Blue Blends (India) Ltd.,CNI RESEARCH LIMITED,BSE,Bulk,Purchase,42817,41.75,131500,0.0061,
Cni Research Limited,Aarey Drugs & Pharmaceuticals Ltd.,CNI RESEARCH LIMITED,BSE,Bulk,Purchase,42429,18.65,278905,0.011,
Cni Research Limited,Aarey Drugs & Pharmaceuticals Ltd.,CNI RESEARCH LIMITED,BSE,Bulk,Purchase,42429,18.65,160000,0.0063,
Cni Research Limited,Blue Blends (India) Ltd.,CNI RESEARCH LIMITED,BSE,Bulk,Purchase,42408,86.66,99999,0.0046,
Cni Research Limited,"Vallabh Steels Ltd.

High Gain High Volume",CNI RESEARCH LIMITED,BSE,Bulk,Purchase,42374,42.03,30000,0.0061,
Cni Research Limited,Blue Blends (India) Ltd.,CNI RESEARCH LIMITED,BSE,Bulk,Purchase,42342,23,400000,0.0185,
Cni Research Limited,Radha Madhav Corporation Ltd.,CNI RESEARCH LIMITED,BSE,Bulk,Purchase,42298,25.14,350000,0.0038,
Cni Research Limited,Rasi Electrodes Ltd.,CNI RESEARCH LIMITED,BSE,Bulk,Purchase,41862,76.25,25000,0.0008,
Oriental Bank Of Commerce,Zee Entertainment Enterprises Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,43790,304,330000,0.0003,
Oriental Bank Of Commerce,Supreme Holdings & Hospitality (India) Ltd.,ORIENTAL BANK OF COMMERCE,BSE,Bulk,Sell,43787,6.79,200000,0.0054,
Oriental Bank Of Commerce,Supreme Holdings & Hospitality (India) Ltd.,ORIENTAL BANK OF COMMERCE,BSE,Bulk,Sell,43784,6.41,200000,0.0054,
Oriental Bank Of Commerce,Supreme Holdings & Hospitality (India) Ltd.,ORIENTAL BANK OF COMMERCE,BSE,Bulk,Sell,43760,5.51,350000,0.0094,
Oriental Bank Of Commerce,Supreme Holdings & Hospitality (India) Ltd.,ORIENTAL BANK OF COMMERCE,BSE,Bulk,Sell,43753,6.15,232000,0.0062,
Oriental Bank Of Commerce,Supreme Holdings & Hospitality (India) Ltd.,ORIENTAL BANK OF COMMERCE,BSE,Bulk,Sell,43738,7.57,500000,0.0134,
Oriental Bank Of Commerce,Apollo Pipes Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,Sell,43731,375,140000,0.0036,
Oriental Bank Of Commerce,KSK Energy Ventures Ltd.,ORIENTAL BANK OF COMMERCE,NSE,Bulk,Sell,43263,2.38,2323742,0.0055,
Oriental Bank Of Commerce,KSK Energy Ventures Ltd.,ORIENTAL BANK OF COMMERCE,NSE,Bulk,Sell,43248,3.9,3500000,0.0083,
Oriental Bank Of Commerce,Apollo Pipes Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMI,BSE,Bulk,Purchase,43124,640,83489,0.0021,
Oriental Bank Of Commerce,Apollo Pipes Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMI,BSE,Bulk,Purchase,43115,680,100000,0.0025,
Oriental Bank Of Commerce,BEML Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE CO LTD,NSE,Bulk,Sell,42471,876.85,233281,0.0056,
Oriental Bank Of Commerce,Punj Lloyd Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPAN,NSE,Bulk,Purchase,41808,52.05,2202497,0.0066,
Hem Securities Limited,Greenchef Appliances Ltd,HEM SECURITIES LIMITED PMS ACCOUNT,NSE,Bulk,Purchase,45162,113.16,118400,0.0051,
Hem Securities Limited,Dhabriya Polywood Ltd.,HEM SECURITIES LIMITD,BSE,Bulk,Purchase,45093,174.87,73100,0.0068,
Hem Securities Limited,"R&B Denims Ltd.

52 week high High Gain High Volume",HEM SECURITIES LIMITD,BSE,Bulk,Sell,45035,27.84,1325000,0.0189,
Hem Securities Limited,Chaman Metallics Ltd.,HEM SECURITIES LIMITED PMS ACCOUNT,NSE,Bulk,Purchase,44946,55.71,201000,0.0083,
Hem Securities Limited,Vedant Asset Ltd.,HEM SECURITIES LIMITD,BSE,Bulk,Purchase,44847,64.85,12000,0.0043,
Hem Securities Limited,Vedant Asset Ltd.,HEM SECURITIES LIMITD,BSE,Bulk,Sell,44847,66.21,15000,0.0054,
Hem Securities Limited,Vedant Asset Ltd.,HEM SECURITIES LIMITD,BSE,Bulk,Purchase,44846,68.25,15000,0.0054,
Hem Securities Limited,Vedant Asset Ltd.,HEM SECURITIES LIMITD,BSE,Bulk,Sell,44846,67.71,18000,0.0065,
Hem Securities Limited,Silicon Rental Solutions Ltd.,HEM SECURITIES LIMITED,BSE,Bulk,Purchase,44844,80,64000,0.0062,
Hem Securities Limited,Atishay Ltd.,HEM SECURITIES LIMITD,BSE,Bulk,Sell,44523,47.06,330000,0.0301,
Hem Securities Limited,Jainam Ferro Alloys (I) Ltd.,HEM SECURITIES LIMITED,NSE,Bulk,Purchase,44480,71.15,86000,0.0081,
Hem Securities Limited,Garnet International Ltd.,HEM SECURITIES LIMITED,BSE,Bulk,Sell,44181,35,110000,0.0056,
Hem Securities Limited,Garnet International Ltd.,HEM SECURITIES LIMITED,BSE,Bulk,Purchase,44152,26.05,110000,0.0056,
Hem Securities Limited,Shanti Overseas (India) Ltd.,HEM SECURITIES LIMITED,NSE,Bulk,Purchase,44109,23,67500,0.0061,
Hem Securities Limited,Hindcon Chemicals Ltd.,HEM SECURITIES LIMITED,NSE,Bulk,Purchase,44109,16.5,60000,0.0012,
Hem Securities Limited,"R&B Denims Ltd.

52 week high High Gain High Volume",HEM SECURITIES LIMITED,BSE,Bulk,Purchase,44067,32,250000,0.0036,
Hem Securities Limited,"R&B Denims Ltd.

52 week high High Gain High Volume",HEM SECURITIES LIMITED,BSE,Bulk,Purchase,44064,32,250000,0.0036,
Hem Securities Limited,"Dhanuka Realty Ltd.

52 week high",HEM SECURITIES LIMITED,NSE,Bulk,Purchase,44057,7.5,72000,0.0093,
Hem Securities Limited,Aurangabad Distillery Ltd.,HEM SECURITIES LIMITED,NSE,Bulk,Purchase,44057,38.5,66000,0.008,
Hem Securities Limited,We Win Ltd.,HEM SECURITIES LIMITED,NSE,Bulk,Purchase,44056,60,41000,0.004,
Hem Securities Limited,Accord Synergy Ltd.,HEM SECURITIES LIMITED,NSE,Bulk,Purchase,44056,22,48000,0.0138,
Hem Securities Limited,Gian Life Care Ltd.,HEM SECURITIES LIMITD,BSE,Bulk,Sell,44019,22,42000,0.0041,
Hem Securities Limited,Atishay Ltd.,HEM SECURITIES LIMITED,BSE,Bulk,Purchase,43808,53,155000,0.0141,
Hem Securities Limited,Global Education Ltd.,HEM SECURITIES LIMITED,NSE,Bulk,Purchase,43808,78,17000,0.0008,
Hem Securities Limited,Atishay Ltd.,HEM SECURITIES LIMITED,BSE,Bulk,Purchase,43670,60.44,270000,0.0246,
Hem Securities Limited,Atishay Ltd.,HEM SECURITIES LIMITED,BSE,Bulk,Purchase,43642,60.7,188761,0.0172,
Hem Securities Limited,Atishay Ltd.,HEM SECURITIES LTD INVEST A/C,BSE,Bulk,Sell,43108,110.26,111695,0.0102,
Hem Securities Limited,Luharuka Media & Infra Ltd.,SECURITIES AND EXCHANGE BOARD OF INDIA AC HEMANT MADHUSUDAN SHETH,BSE,Bulk,Sell,41855,1.04,495575,0.0053,
Allahabad Bank,"Jindal Stainless Ltd.

Insider Trades",ALLAHABAD BANK,NSE,Bulk,Sell,43839,38.66,2537084,0.0031,
Enemy Property,"Wipro Ltd.

52 week high",CUSTODIAN OF ENEMY PROPERTY FOR INDIA,BSE,Bulk,Sell,43559,258.9,44397818,0.0085,
Enemy Property,"Wipro Ltd.

52 week high",CUSTODIAN OF ENEMY PROPERTY FOR INDIA,BSE,Block,Sell,43559,258.9,38610038,0.0074,
Enemy Property,"Wipro Ltd.

52 week high",CUSTODIAN OF ENEMY PROPERTY FOR INDIA,BSE,Block,Sell,43559,258.9,3861000,0.0007,
Enemy Property,"Wipro Ltd.

52 week high",CUSTODIAN OF ENEMY PROPERTY FOR INDIA,BSE,Block,Sell,43559,258.9,481695,0.0001,
Enemy Property,"Wipro Ltd.

52 week high",CUSTODIAN OF ENEMY PROPERTY FOR INDIA,BSE,Block,Sell,43559,258.9,481695,0.0001,
Enemy Property,"Wipro Ltd.

52 week high",CUSTODIAN OF ENEMY PROPERTY FOR INDIA,BSE,Block,Sell,43559,258.9,481695,0.0001,
Enemy Property,"Wipro Ltd.

52 week high",CUSTODIAN OF ENEMY PROPERTY FOR INDIA,BSE,Block,Sell,43559,258.9,481695,0.0001,
Arihant Capital Mkt. Ltd,RBZ Jewellers Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,45301,173.83,100334,0.0025,
Arihant Capital Mkt. Ltd,RBZ Jewellers Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,45301,171.67,203311,0.0051,
Arihant Capital Mkt. Ltd,RBZ Jewellers Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,45295,140.55,200000,0.005,
Arihant Capital Mkt. Ltd,HEC Infra Projects Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,45280,83,50000,0.0049,
Arihant Capital Mkt. Ltd,HEC Infra Projects Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,45280,83,75000,0.0074,
Arihant Capital Mkt. Ltd,63 Moons Technologies Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,45111,247,213353,0.0046,
Arihant Capital Mkt. Ltd,63 Moons Technologies Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,45111,245.67,243877,0.0053,
Arihant Capital Mkt. Ltd,IZMO Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,45077,171.63,76400,0.0055,
Arihant Capital Mkt. Ltd,IZMO Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,45077,171.67,76400,0.0055,
Arihant Capital Mkt. Ltd,Kohinoor Foods Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,45040,35.52,194280,0.0052,
Arihant Capital Mkt. Ltd,Kohinoor Foods Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,45040,35.39,170623,0.0046,
Arihant Capital Mkt. Ltd,Hazoor Multi Projects Ltd.,ARIHANTCAPITALMARKETSLIMITED,BSE,Bulk,Purchase,44945,127.36,92782,0.0081,
Arihant Capital Mkt. Ltd,Hazoor Multi Projects Ltd.,ARIHANTCAPITALMARKETSLIMITED,BSE,Bulk,Sell,44945,128.05,22782,0.002,
Arihant Capital Mkt. Ltd,Tourism Finance Corporation of India Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,44937,93.43,491332,0.0054,
Arihant Capital Mkt. Ltd,Tourism Finance Corporation of India Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,44937,93.71,414352,0.0046,
Arihant Capital Mkt. Ltd,Sakthi Sugars Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,44914,34.1,757808,0.0064,
Arihant Capital Mkt. Ltd,Sakthi Sugars Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,44914,33.92,621033,0.0052,
Arihant Capital Mkt. Ltd,Simbhaoli Sugars Ltd.,ARIHANTCAPITALMARKETSLIMITED,BSE,Bulk,Purchase,44914,33.79,207687,0.005,
Arihant Capital Mkt. Ltd,Simbhaoli Sugars Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,44914,33.42,134381,0.0033,
Arihant Capital Mkt. Ltd,Simbhaoli Sugars Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,44914,33.5,306500,0.0074,
Arihant Capital Mkt. Ltd,Simbhaoli Sugars Ltd.,ARIHANTCAPITALMARKETSLIMITED,BSE,Bulk,Sell,44914,33.8,4000,0.0001,
Arihant Capital Mkt. Ltd,Spectrum Electrical Industries Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,44896,72.55,738000,0.0482,
Arihant Capital Mkt. Ltd,Williamson Magor & Company Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,44790,35.73,86009,0.0079,
Arihant Capital Mkt. Ltd,Williamson Magor & Company Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,44790,34.08,95100,0.0087,
Arihant Capital Mkt. Ltd,Cambridge Technology Enterprises Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,44789,73.57,100700,0.0051,
Arihant Capital Mkt. Ltd,Cambridge Technology Enterprises Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,44789,72.98,74800,0.0038,
Arihant Capital Mkt. Ltd,Reliance Capital Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Purchase,44658,21.1,600000,0.0024,
Arihant Capital Mkt. Ltd,Reliance Capital Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,44658,21.1,1280000,0.0051,
Arihant Capital Mkt. Ltd,D P Abhushan Ltd.,ARIHANT CAPITAL MARKETS LIMTED,NSE,Bulk,Sell,44550,302.07,190600,0.0086,
Arihant Capital Mkt. Ltd,Spectrum Electrical Industries Ltd.,ARIHANT CAPITAL MARKETS LIMITED,NSE,Bulk,Purchase,43381,65.05,78000,0.0051,
